year,species,species_latin,how_many_counted,total_hours
2016,"Pale-billed Woodpecker",Campephilus guatemalensis,4,61.35
2017,"Pale-billed Woodpecker",Campephilus guatemalensis,NA,87
2018,"Pale-billed Woodpecker",Campephilus guatemalensis,9,89.5
2019,"Pale-billed Woodpecker",Campephilus guatemalensis,5,62
2010,"Barred Forest-Falcon",Micrastur ruficollis,1,53
2011,"Barred Forest-Falcon",Micrastur ruficollis,NA,52
2012,"Barred Forest-Falcon",Micrastur ruficollis,1,69.5
2013,"Barred Forest-Falcon",Micrastur ruficollis,NA,45
2014,"Barred Forest-Falcon",Micrastur ruficollis,1,66.5
2015,"Barred Forest-Falcon",Micrastur ruficollis,NA,80.5
2016,"Barred Forest-Falcon",Micrastur ruficollis,1,61.35
2017,"Barred Forest-Falcon",Micrastur ruficollis,NA,87
2018,"Barred Forest-Falcon",Micrastur ruficollis,1,89.5
2019,"Barred Forest-Falcon",Micrastur ruficollis,NA,62
2010,"Collared Forest-Falcon",Micrastur semitorquatus,NA,53
2011,"Collared Forest-Falcon",Micrastur semitorquatus,NA,52
2012,"Collared Forest-Falcon",Micrastur semitorquatus,NA,69.5
2013,"Collared Forest-Falcon",Micrastur semitorquatus,1,45
2014,"Collared Forest-Falcon",Micrastur semitorquatus,NA,66.5
2015,"Collared Forest-Falcon",Micrastur semitorquatus,1,80.5
2016,"Collared Forest-Falcon",Micrastur semitorquatus,1,61.35
2017,"Collared Forest-Falcon",Micrastur semitorquatus,1,87
2018,"Collared Forest-Falcon",Micrastur semitorquatus,4,89.5
2019,"Collared Forest-Falcon",Micrastur semitorquatus,2,62
2010,"Crested Caracara",Caracara cheriway,2,53
2011,"Crested Caracara",Caracara cheriway,2,52
2012,"Crested Caracara",Caracara cheriway,NA,69.5
2013,"Crested Caracara",Caracara cheriway,NA,45
2014,"Crested Caracara",Caracara cheriway,NA,66.5
2015,"Crested Caracara",Caracara cheriway,1,80.5
2016,"Crested Caracara",Caracara cheriway,NA,61.35
2017,"Crested Caracara",Caracara cheriway,5,87
2018,"Crested Caracara",Caracara cheriway,NA,89.5
2019,"Crested Caracara",Caracara cheriway,4,62
2010,"Yellow-headed Caracara",Milvago chimachima,NA,53
2011,"Yellow-headed Caracara",Milvago chimachima,NA,52
2012,"Yellow-headed Caracara",Milvago chimachima,NA,69.5
2013,"Yellow-headed Caracara",Milvago chimachima,NA,45
2014,"Yellow-headed Caracara",Milvago chimachima,NA,66.5
2015,"Yellow-headed Caracara",Milvago chimachima,NA,80.5
2016,"Yellow-headed Caracara",Milvago chimachima,NA,61.35
2017,"Yellow-headed Caracara",Milvago chimachima,NA,87
2018,"Yellow-headed Caracara",Milvago chimachima,1,89.5
2019,"Yellow-headed Caracara",Milvago chimachima,NA,62
2010,"Laughing Falcon",Herpetotheres cachinnans,8,53
2011,"Laughing Falcon",Herpetotheres cachinnans,NA,52
2012,"Laughing Falcon",Herpetotheres cachinnans,NA,69.5
2013,"Laughing Falcon",Herpetotheres cachinnans,1,45
2014,"Laughing Falcon",Herpetotheres cachinnans,1,66.5
2015,"Laughing Falcon",Herpetotheres cachinnans,5,80.5
2016,"Laughing Falcon",Herpetotheres cachinnans,1,61.35
2017,"Laughing Falcon",Herpetotheres cachinnans,NA,87
2018,"Laughing Falcon",Herpetotheres cachinnans,7,89.5
2019,"Laughing Falcon",Herpetotheres cachinnans,2,62
2010,"American Kestrel",Falco sparverius,2,53
2011,"American Kestrel",Falco sparverius,5,52
2012,"American Kestrel",Falco sparverius,4,69.5
2013,"American Kestrel",Falco sparverius,2,45
2014,"American Kestrel",Falco sparverius,1,66.5
2015,"American Kestrel",Falco sparverius,1,80.5
2016,"American Kestrel",Falco sparverius,NA,61.35
2017,"American Kestrel",Falco sparverius,NA,87
2018,"American Kestrel",Falco sparverius,NA,89.5
2019,"American Kestrel",Falco sparverius,NA,62
2010,"Bat Falcon",Falco rufigularis,1,53
2011,"Bat Falcon",Falco rufigularis,NA,52
2012,"Bat Falcon",Falco rufigularis,NA,69.5
2013,"Bat Falcon",Falco rufigularis,NA,45
2014,"Bat Falcon",Falco rufigularis,NA,66.5
2015,"Bat Falcon",Falco rufigularis,NA,80.5
2016,"Bat Falcon",Falco rufigularis,NA,61.35
2017,"Bat Falcon",Falco rufigularis,NA,87
2018,"Bat Falcon",Falco rufigularis,1,89.5
2019,"Bat Falcon",Falco rufigularis,2,62
2010,"Peregrine Falcon",Falco peregrinus,NA,53
2011,"Peregrine Falcon",Falco peregrinus,NA,52
2012,"Peregrine Falcon",Falco peregrinus,NA,69.5
2013,"Peregrine Falcon",Falco peregrinus,NA,45
2014,"Peregrine Falcon",Falco peregrinus,2,66.5
2015,"Peregrine Falcon",Falco peregrinus,NA,80.5
2016,"Peregrine Falcon",Falco peregrinus,NA,61.35
2017,"Peregrine Falcon",Falco peregrinus,NA,87
2018,"Peregrine Falcon",Falco peregrinus,NA,89.5
2019,"Peregrine Falcon",Falco peregrinus,NA,62
2010,"Orange-chinned Parakeet",Brotogeris jugularis,26,53
2011,"Orange-chinned Parakeet",Brotogeris jugularis,18,52
2012,"Orange-chinned Parakeet",Brotogeris jugularis,8,69.5
2013,"Orange-chinned Parakeet",Brotogeris jugularis,61,45
2014,"Orange-chinned Parakeet",Brotogeris jugularis,40,66.5
2015,"Orange-chinned Parakeet",Brotogeris jugularis,215,80.5
2016,"Orange-chinned Parakeet",Brotogeris jugularis,51,61.35
2017,"Orange-chinned Parakeet",Brotogeris jugularis,73,87
2018,"Orange-chinned Parakeet",Brotogeris jugularis,68,89.5
2019,"Orange-chinned Parakeet",Brotogeris jugularis,98,62
2010,"Brown-hooded Parrot",Pyrilia haematotis,7,53
2011,"Brown-hooded Parrot",Pyrilia haematotis,5,52
2012,"Brown-hooded Parrot",Pyrilia haematotis,5,69.5
2013,"Brown-hooded Parrot",Pyrilia haematotis,NA,45
2014,"Brown-hooded Parrot",Pyrilia haematotis,10,66.5
2015,"Brown-hooded Parrot",Pyrilia haematotis,NA,80.5
2016,"Brown-hooded Parrot",Pyrilia haematotis,NA,61.35
2017,"Brown-hooded Parrot",Pyrilia haematotis,NA,87
2018,"Brown-hooded Parrot",Pyrilia haematotis,NA,89.5
2019,"Brown-hooded Parrot",Pyrilia haematotis,8,62
2010,"White-crowned Parrot",Pionus senilis,NA,53
2011,"White-crowned Parrot",Pionus senilis,11,52
2012,"White-crowned Parrot",Pionus senilis,20,69.5
2013,"White-crowned Parrot",Pionus senilis,4,45
2014,"White-crowned Parrot",Pionus senilis,20,66.5
2015,"White-crowned Parrot",Pionus senilis,24,80.5
2016,"White-crowned Parrot",Pionus senilis,59,61.35
2017,"White-crowned Parrot",Pionus senilis,16,87
2018,"White-crowned Parrot",Pionus senilis,15,89.5
2019,"White-crowned Parrot",Pionus senilis,15,62
2010,"Red-lored Parrot",Amazona autumnalis,49,53
2011,"Red-lored Parrot",Amazona autumnalis,40,52
2012,"Red-lored Parrot",Amazona autumnalis,2,69.5
2013,"Red-lored Parrot",Amazona autumnalis,8,45
2014,"Red-lored Parrot",Amazona autumnalis,40,66.5
2015,"Red-lored Parrot",Amazona autumnalis,27,80.5
2016,"Red-lored Parrot",Amazona autumnalis,28,61.35
2017,"Red-lored Parrot",Amazona autumnalis,23,87
2018,"Red-lored Parrot",Amazona autumnalis,18,89.5
2019,"Red-lored Parrot",Amazona autumnalis,35,62
2010,"Yellow-naped Parrot",Amazona auropalliata,NA,53
2011,"Yellow-naped Parrot",Amazona auropalliata,NA,52
2012,"Yellow-naped Parrot",Amazona auropalliata,NA,69.5
2013,"Yellow-naped Parrot",Amazona auropalliata,NA,45
2014,"Yellow-naped Parrot",Amazona auropalliata,NA,66.5
2015,"Yellow-naped Parrot",Amazona auropalliata,2,80.5
2016,"Yellow-naped Parrot",Amazona auropalliata,NA,61.35
2017,"Yellow-naped Parrot",Amazona auropalliata,8,87
2018,"Yellow-naped Parrot",Amazona auropalliata,NA,89.5
2019,"Yellow-naped Parrot",Amazona auropalliata,NA,62
2010,"White-fronted Parrot",Amazona albifrons,13,53
2011,"White-fronted Parrot",Amazona albifrons,7,52
2012,"White-fronted Parrot",Amazona albifrons,10,69.5
2013,"White-fronted Parrot",Amazona albifrons,2,45
2014,"White-fronted Parrot",Amazona albifrons,4,66.5
2015,"White-fronted Parrot",Amazona albifrons,19,80.5
2016,"White-fronted Parrot",Amazona albifrons,15,61.35
2017,"White-fronted Parrot",Amazona albifrons,6,87
2018,"White-fronted Parrot",Amazona albifrons,5,89.5
2019,"White-fronted Parrot",Amazona albifrons,NA,62
2010,"Mealy Parrot",Amazona farinosa,NA,53
2011,"Mealy Parrot",Amazona farinosa,12,52
2012,"Mealy Parrot",Amazona farinosa,8,69.5
2013,"Mealy Parrot",Amazona farinosa,18,45
2014,"Mealy Parrot",Amazona farinosa,12,66.5
2015,"Mealy Parrot",Amazona farinosa,2,80.5
2016,"Mealy Parrot",Amazona farinosa,14,61.35
2017,"Mealy Parrot",Amazona farinosa,30,87
2018,"Mealy Parrot",Amazona farinosa,25,89.5
2019,"Mealy Parrot",Amazona farinosa,26,62
2010,"Olive-throated Parakeet",Eupsittula nana,NA,53
2011,"Olive-throated Parakeet",Eupsittula nana,NA,52
2012,"Olive-throated Parakeet",Eupsittula nana,NA,69.5
2013,"Olive-throated Parakeet",Eupsittula nana,2,45
2014,"Olive-throated Parakeet",Eupsittula nana,4,66.5
2015,"Olive-throated Parakeet",Eupsittula nana,NA,80.5
2016,"Olive-throated Parakeet",Eupsittula nana,9,61.35
2017,"Olive-throated Parakeet",Eupsittula nana,16,87
2018,"Olive-throated Parakeet",Eupsittula nana,NA,89.5
2019,"Olive-throated Parakeet",Eupsittula nana,22,62
2010,"Orange-fronted Parakeet",Eupsittula canicularis,NA,53
2011,"Orange-fronted Parakeet",Eupsittula canicularis,20,52
2012,"Orange-fronted Parakeet",Eupsittula canicularis,12,69.5
2013,"Orange-fronted Parakeet",Eupsittula canicularis,NA,45
2014,"Orange-fronted Parakeet",Eupsittula canicularis,12,66.5
2015,"Orange-fronted Parakeet",Eupsittula canicularis,19,80.5
2016,"Orange-fronted Parakeet",Eupsittula canicularis,NA,61.35
2017,"Orange-fronted Parakeet",Eupsittula canicularis,2,87
2018,"Orange-fronted Parakeet",Eupsittula canicularis,55,89.5
2019,"Orange-fronted Parakeet",Eupsittula canicularis,10,62
2010,"Crimson-fronted Parakeet",Psittacara finschi,NA,53
2011,"Crimson-fronted Parakeet",Psittacara finschi,20,52
2012,"Crimson-fronted Parakeet",Psittacara finschi,NA,69.5
2013,"Crimson-fronted Parakeet",Psittacara finschi,NA,45
2014,"Crimson-fronted Parakeet",Psittacara finschi,26,66.5
2015,"Crimson-fronted Parakeet",Psittacara finschi,NA,80.5
2016,"Crimson-fronted Parakeet",Psittacara finschi,NA,61.35
2017,"Crimson-fronted Parakeet",Psittacara finschi,NA,87
2018,"Crimson-fronted Parakeet",Psittacara finschi,NA,89.5
2019,"Crimson-fronted Parakeet",Psittacara finschi,22,62
2010,"Fasciated Antshrike",Cymbilaimus lineatus,NA,53
2011,"Fasciated Antshrike",Cymbilaimus lineatus,NA,52
2012,"Fasciated Antshrike",Cymbilaimus lineatus,NA,69.5
2013,"Fasciated Antshrike",Cymbilaimus lineatus,NA,45
2014,"Fasciated Antshrike",Cymbilaimus lineatus,NA,66.5
2015,"Fasciated Antshrike",Cymbilaimus lineatus,1,80.5
2016,"Fasciated Antshrike",Cymbilaimus lineatus,NA,61.35
2017,"Fasciated Antshrike",Cymbilaimus lineatus,NA,87
2018,"Fasciated Antshrike",Cymbilaimus lineatus,2,89.5
2019,"Fasciated Antshrike",Cymbilaimus lineatus,2,62
2010,"Barred Antshrike",Thamnophilus doliatus,NA,53
2011,"Barred Antshrike",Thamnophilus doliatus,1,52
2012,"Barred Antshrike",Thamnophilus doliatus,1,69.5
2013,"Barred Antshrike",Thamnophilus doliatus,5,45
2014,"Barred Antshrike",Thamnophilus doliatus,8,66.5
2015,"Barred Antshrike",Thamnophilus doliatus,6,80.5
2016,"Barred Antshrike",Thamnophilus doliatus,3,61.35
2017,"Barred Antshrike",Thamnophilus doliatus,10,87
2018,"Barred Antshrike",Thamnophilus doliatus,7,89.5
2019,"Barred Antshrike",Thamnophilus doliatus,9,62
2010,"Black-crowned Antshrike",Thamnophilus atrinucha,NA,53
2011,"Black-crowned Antshrike",Thamnophilus atrinucha,6,52
2012,"Black-crowned Antshrike",Thamnophilus atrinucha,NA,69.5
2013,"Black-crowned Antshrike",Thamnophilus atrinucha,2,45
2014,"Black-crowned Antshrike",Thamnophilus atrinucha,1,66.5
2015,"Black-crowned Antshrike",Thamnophilus atrinucha,1,80.5
2016,"Black-crowned Antshrike",Thamnophilus atrinucha,5,61.35
2017,"Black-crowned Antshrike",Thamnophilus atrinucha,2,87
2018,"Black-crowned Antshrike",Thamnophilus atrinucha,4,89.5
2019,"Black-crowned Antshrike",Thamnophilus atrinucha,14,62
2010,"Plain Antvireo",Dysithamnus mentalis,NA,53
2011,"Plain Antvireo",Dysithamnus mentalis,NA,52
2012,"Plain Antvireo",Dysithamnus mentalis,NA,69.5
2013,"Plain Antvireo",Dysithamnus mentalis,NA,45
2014,"Plain Antvireo",Dysithamnus mentalis,1,66.5
2015,"Plain Antvireo",Dysithamnus mentalis,NA,80.5
2016,"Plain Antvireo",Dysithamnus mentalis,NA,61.35
2017,"Plain Antvireo",Dysithamnus mentalis,NA,87
2018,"Plain Antvireo",Dysithamnus mentalis,NA,89.5
2019,"Plain Antvireo",Dysithamnus mentalis,3,62
2010,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,53
2011,"Streak-crowned Antvireo",Dysithamnus striaticeps,1,52
2012,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,69.5
2013,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,45
2014,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,66.5
2015,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,80.5
2016,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,61.35
2017,"Streak-crowned Antvireo",Dysithamnus striaticeps,2,87
2018,"Streak-crowned Antvireo",Dysithamnus striaticeps,1,89.5
2019,"Streak-crowned Antvireo",Dysithamnus striaticeps,NA,62
2010,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,53
2011,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,52
2012,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,69.5
2013,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,45
2014,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,66.5
2015,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,80.5
2016,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,61.35
2017,"Checker-throated Antwren",Epinecrophylla fulviventris,1,87
2018,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,89.5
2019,"Checker-throated Antwren",Epinecrophylla fulviventris,NA,62
2010,"White-flanked Antwren",Myrmotherula axillaris,NA,53
2011,"White-flanked Antwren",Myrmotherula axillaris,NA,52
2012,"White-flanked Antwren",Myrmotherula axillaris,NA,69.5
2013,"White-flanked Antwren",Myrmotherula axillaris,NA,45
2014,"White-flanked Antwren",Myrmotherula axillaris,NA,66.5
2015,"White-flanked Antwren",Myrmotherula axillaris,1,80.5
2016,"White-flanked Antwren",Myrmotherula axillaris,3,61.35
2017,"White-flanked Antwren",Myrmotherula axillaris,NA,87
2018,"White-flanked Antwren",Myrmotherula axillaris,NA,89.5
2019,"White-flanked Antwren",Myrmotherula axillaris,3,62
2010,"Dusky Antbird",Cercomacroides tyrannina,NA,53
2011,"Dusky Antbird",Cercomacroides tyrannina,2,52
2012,"Dusky Antbird",Cercomacroides tyrannina,1,69.5
2013,"Dusky Antbird",Cercomacroides tyrannina,NA,45
2014,"Dusky Antbird",Cercomacroides tyrannina,NA,66.5
2015,"Dusky Antbird",Cercomacroides tyrannina,NA,80.5
2016,"Dusky Antbird",Cercomacroides tyrannina,NA,61.35
2017,"Dusky Antbird",Cercomacroides tyrannina,1,87
2018,"Dusky Antbird",Cercomacroides tyrannina,NA,89.5
2019,"Dusky Antbird",Cercomacroides tyrannina,NA,62
2010,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,53
2011,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,52
2012,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,69.5
2013,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,45
2014,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,66.5
2015,"Bare-crowned Antbird",Gymnocichla nudiceps,2,80.5
2016,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,61.35
2017,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,87
2018,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,89.5
2019,"Bare-crowned Antbird",Gymnocichla nudiceps,NA,62
2010,"Chestnut-backed Antbird",Myrmeciza exsul,NA,53
2011,"Chestnut-backed Antbird",Myrmeciza exsul,NA,52
2012,"Chestnut-backed Antbird",Myrmeciza exsul,NA,69.5
2013,"Chestnut-backed Antbird",Myrmeciza exsul,1,45
2014,"Chestnut-backed Antbird",Myrmeciza exsul,5,66.5
2015,"Chestnut-backed Antbird",Myrmeciza exsul,22,80.5
2016,"Chestnut-backed Antbird",Myrmeciza exsul,NA,61.35
2017,"Chestnut-backed Antbird",Myrmeciza exsul,10,87
2018,"Chestnut-backed Antbird",Myrmeciza exsul,6,89.5
2019,"Chestnut-backed Antbird",Myrmeciza exsul,9,62
2010,"Dull-mantled Antbird",Myrmeciza laemosticta,1,53
2011,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,52
2012,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,69.5
2013,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,45
2014,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,66.5
2015,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,80.5
2016,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,61.35
2017,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,87
2018,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,89.5
2019,"Dull-mantled Antbird",Myrmeciza laemosticta,NA,62
2010,"Zeledon's Antbird",Myrmeciza zeledoni,NA,53
2011,"Zeledon's Antbird",Myrmeciza zeledoni,NA,52
2012,"Zeledon's Antbird",Myrmeciza zeledoni,NA,69.5
2013,"Zeledon's Antbird",Myrmeciza zeledoni,NA,45
2014,"Zeledon's Antbird",Myrmeciza zeledoni,NA,66.5
2015,"Zeledon's Antbird",Myrmeciza zeledoni,1,80.5
2016,"Zeledon's Antbird",Myrmeciza zeledoni,NA,61.35
2017,"Zeledon's Antbird",Myrmeciza zeledoni,NA,87
2018,"Zeledon's Antbird",Myrmeciza zeledoni,NA,89.5
2019,"Zeledon's Antbird",Myrmeciza zeledoni,NA,62
2010,"Bicolored Antbird",Gymnopithys bicolor,NA,53
2011,"Bicolored Antbird",Gymnopithys bicolor,NA,52
2012,"Bicolored Antbird",Gymnopithys bicolor,NA,69.5
2013,"Bicolored Antbird",Gymnopithys bicolor,NA,45
2014,"Bicolored Antbird",Gymnopithys bicolor,NA,66.5
2015,"Bicolored Antbird",Gymnopithys bicolor,22,80.5
2016,"Bicolored Antbird",Gymnopithys bicolor,1,61.35
2017,"Bicolored Antbird",Gymnopithys bicolor,2,87
2018,"Bicolored Antbird",Gymnopithys bicolor,3,89.5
2019,"Bicolored Antbird",Gymnopithys bicolor,13,62
2010,"White-cheeked Antbird",Gymnopithys leucaspis,3,53
2011,"White-cheeked Antbird",Gymnopithys leucaspis,1,52
2012,"White-cheeked Antbird",Gymnopithys leucaspis,NA,69.5
2013,"White-cheeked Antbird",Gymnopithys leucaspis,1,45
2014,"White-cheeked Antbird",Gymnopithys leucaspis,1,66.5
2015,"White-cheeked Antbird",Gymnopithys leucaspis,NA,80.5
2016,"White-cheeked Antbird",Gymnopithys leucaspis,NA,61.35
2017,"White-cheeked Antbird",Gymnopithys leucaspis,NA,87
2018,"White-cheeked Antbird",Gymnopithys leucaspis,NA,89.5
2019,"White-cheeked Antbird",Gymnopithys leucaspis,NA,62
2010,"Spotted Antbird",Hylophylax naevioides,11,53
2011,"Spotted Antbird",Hylophylax naevioides,11,52
2012,"Spotted Antbird",Hylophylax naevioides,27,69.5
2013,"Spotted Antbird",Hylophylax naevioides,1,45
2014,"Spotted Antbird",Hylophylax naevioides,16,66.5
2015,"Spotted Antbird",Hylophylax naevioides,7,80.5
2016,"Spotted Antbird",Hylophylax naevioides,NA,61.35
2017,"Spotted Antbird",Hylophylax naevioides,19,87
2018,"Spotted Antbird",Hylophylax naevioides,17,89.5
2019,"Spotted Antbird",Hylophylax naevioides,13,62
2010,"Ocellated Antbird",Phaenostictus mcleannani,6,53
2011,"Ocellated Antbird",Phaenostictus mcleannani,NA,52
2012,"Ocellated Antbird",Phaenostictus mcleannani,NA,69.5
2013,"Ocellated Antbird",Phaenostictus mcleannani,NA,45
2014,"Ocellated Antbird",Phaenostictus mcleannani,1,66.5
2015,"Ocellated Antbird",Phaenostictus mcleannani,3,80.5
2016,"Ocellated Antbird",Phaenostictus mcleannani,NA,61.35
2017,"Ocellated Antbird",Phaenostictus mcleannani,NA,87
2018,"Ocellated Antbird",Phaenostictus mcleannani,3,89.5
2019,"Ocellated Antbird",Phaenostictus mcleannani,2,62
2010,"Scaled Antpitta",Grallaria guatimalensis,NA,53
2011,"Scaled Antpitta",Grallaria guatimalensis,NA,52
2012,"Scaled Antpitta",Grallaria guatimalensis,NA,69.5
2013,"Scaled Antpitta",Grallaria guatimalensis,NA,45
2014,"Scaled Antpitta",Grallaria guatimalensis,NA,66.5
2015,"Scaled Antpitta",Grallaria guatimalensis,NA,80.5
2016,"Scaled Antpitta",Grallaria guatimalensis,1,61.35
2017,"Scaled Antpitta",Grallaria guatimalensis,NA,87
2018,"Scaled Antpitta",Grallaria guatimalensis,NA,89.5
2019,"Scaled Antpitta",Grallaria guatimalensis,NA,62
2010,"Thicket Antpitta",Hylopezus dives,NA,53
2011,"Thicket Antpitta",Hylopezus dives,NA,52
2012,"Thicket Antpitta",Hylopezus dives,NA,69.5
2013,"Thicket Antpitta",Hylopezus dives,NA,45
2014,"Thicket Antpitta",Hylopezus dives,4,66.5
2015,"Thicket Antpitta",Hylopezus dives,NA,80.5
2016,"Thicket Antpitta",Hylopezus dives,NA,61.35
2017,"Thicket Antpitta",Hylopezus dives,NA,87
2018,"Thicket Antpitta",Hylopezus dives,NA,89.5
2019,"Thicket Antpitta",Hylopezus dives,NA,62
2010,"Black-faced Antthrush",Formicarius analis,NA,53
2011,"Black-faced Antthrush",Formicarius analis,NA,52
2012,"Black-faced Antthrush",Formicarius analis,NA,69.5
2013,"Black-faced Antthrush",Formicarius analis,NA,45
2014,"Black-faced Antthrush",Formicarius analis,NA,66.5
2015,"Black-faced Antthrush",Formicarius analis,NA,80.5
2016,"Black-faced Antthrush",Formicarius analis,1,61.35
2017,"Black-faced Antthrush",Formicarius analis,3,87
2018,"Black-faced Antthrush",Formicarius analis,1,89.5
2019,"Black-faced Antthrush",Formicarius analis,NA,62
2010,"Gray-throated Leaftosser",Sclerurus albigularis,NA,53
2011,"Gray-throated Leaftosser",Sclerurus albigularis,NA,52
